JAX Backend: gpu
JAX Devices: [CudaDevice(id=0)]
Loaded config from: /home/kraghavan/projects/ContLearn/runs__/configs/synthetic_graph_10task_condition4_awb_full.json
Problem type: classification
Dataset: synthetic_taskshift
Tasks: 10
AWB enabled: True
Output directory: /home/kraghavan/projects/ContLearn/runs__/experiments/synthetic_graph/results/synthetic_graph_10task_condition4_awb_full_run2
Model path: /home/kraghavan/projects/ContLearn/runs__/experiments/synthetic_graph/results/synthetic_graph_10task_condition4_awb_full_run2/synthetic_graph_10task_condition4_awb_full_run2
############################################################
# Run ID: 2
############################################################
Task-Shift Synthetic Graph Dataset:
====================================
Total graphs: 1000
Train/Test split: 80%/20%
Number of features: 10
Number of classes: 5
Task-shift enabled: True
  Feature noise base: 0.1
  Edge dropout base: 0.05
  Feature shift base: 0.05
============================================================
Task 0
============================================================
Task 0 (training): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=800, memory=800
Task 0 (testing): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=200, memory=800
Task 0 (testing): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=200, memory=800
Standard CL training (lr=0.001000, adaptive_lr_min=1.00e-06, loss_ratio=1.00)
  0%|          | 0/400 [00:00<?, ?it/s]
  0%|          | 1/400 [01:53<12:32:18, 113.13s/it]
  0%|          | 1/400 [01:56<12:32:18, 113.13s/it, CE=1.999799e+00 H=1.999568e+00 dV_dx=0.000000e+00 dV_dθ=-2.308827e-04 ||∇||=3.207113e+01 | Tr=0.2163]
 94%|█████████▍| 376/400 [12:32<00:48,  2.02s/it, CE=1.133340e-03 H=1.132797e-03 dV_dx=-5.707800e-07 dV_dθ=2.648550e-08 ||∇||=2.654901e-01 | Tr=1.0000 Te/Cur=0.8242 Te/Exp=1.0000]
 94%|█████████▍| 376/400 [12:34<00:48,  2.02s/it, CE=1.131549e-03 H=1.131639e-03 dV_dx=8.518764e-08 dV_dθ=5.112488e-09 ||∇||=2.776297e-01 | Tr=1.0000]                             
 94%|█████████▍| 377/400 [12:34<00:47,  2.06s/it, CE=1.131549e-03 H=1.131639e-03 dV_dx=8.518764e-08 dV_dθ=5.112488e-09 ||∇||=2.776297e-01 | Tr=1.0000]
 94%|█████████▍| 377/400 [12:36<00:47,  2.06s/it, CE=1.128095e-03 H=1.127545e-03 dV_dx=-5.371641e-07 dV_dθ=-1.381159e-08 ||∇||=2.819112e-01 | Tr=1.0000]
 94%|█████████▍| 378/400 [12:36<00:44,  2.03s/it, CE=1.128095e-03 H=1.127545e-03 dV_dx=-5.371641e-07 dV_dθ=-1.381159e-08 ||∇||=2.819112e-01 | Tr=1.0000]
 94%|█████████▍| 378/400 [12:38<00:44,  2.03s/it, CE=1.088946e-03 H=1.088525e-03 dV_dx=-4.665195e-07 dV_dθ=4.348243e-08 ||∇||=2.583500e-01 | Tr=1.0000] 
 95%|█████████▍| 379/400 [12:38<00:42,  2.01s/it, CE=1.088946e-03 H=1.088525e-03 dV_dx=-4.665195e-07 dV_dθ=4.348243e-08 ||∇||=2.583500e-01 | Tr=1.0000]
 95%|█████████▍| 379/400 [12:40<00:42,  2.01s/it, CE=1.082919e-03 H=1.082726e-03 dV_dx=-2.172181e-07 dV_dθ=2.483763e-08 ||∇||=2.644214e-01 | Tr=1.0000]
 95%|█████████▌| 380/400 [12:40<00:41,  2.09s/it, CE=1.082919e-03 H=1.082726e-03 dV_dx=-2.172181e-07 dV_dθ=2.483763e-08 ||∇||=2.644214e-01 | Tr=1.0000]
 95%|█████████▌| 380/400 [12:42<00:41,  2.09s/it, CE=1.087729e-03 H=1.087476e-03 dV_dx=-2.665119e-07 dV_dθ=1.332514e-08 ||∇||=2.655158e-01 | Tr=1.0000]
 95%|█████████▌| 381/400 [12:42<00:39,  2.08s/it, CE=1.087729e-03 H=1.087476e-03 dV_dx=-2.665119e-07 dV_dθ=1.332514e-08 ||∇||=2.655158e-01 | Tr=1.0000]
 95%|█████████▌| 381/400 [12:44<00:39,  2.08s/it, CE=1.087690e-03 H=1.087663e-03 dV_dx=-3.507039e-08 dV_dθ=8.610618e-09 ||∇||=2.604073e-01 | Tr=1.0000]
 96%|█████████▌| 382/400 [12:44<00:35,  1.95s/it, CE=1.087690e-03 H=1.087663e-03 dV_dx=-3.507039e-08 dV_dθ=8.610618e-09 ||∇||=2.604073e-01 | Tr=1.0000]
 96%|█████████▌| 382/400 [12:46<00:35,  1.95s/it, CE=1.098995e-03 H=1.099515e-03 dV_dx=5.350995e-07 dV_dθ=-1.482061e-08 ||∇||=2.666490e-01 | Tr=1.0000]
 96%|█████████▌| 383/400 [12:46<00:34,  2.02s/it, CE=1.098995e-03 H=1.099515e-03 dV_dx=5.350995e-07 dV_dθ=-1.482061e-08 ||∇||=2.666490e-01 | Tr=1.0000]
 96%|█████████▌| 383/400 [12:48<00:34,  2.02s/it, CE=1.165467e-03 H=1.165740e-03 dV_dx=3.428588e-07 dV_dθ=-7.160816e-08 ||∇||=3.247462e-01 | Tr=1.0000]
 96%|█████████▌| 384/400 [12:48<00:31,  1.99s/it, CE=1.165467e-03 H=1.165740e-03 dV_dx=3.428588e-07 dV_dθ=-7.160816e-08 ||∇||=3.247462e-01 | Tr=1.0000]
 96%|█████████▌| 384/400 [12:50<00:31,  1.99s/it, CE=1.074345e-03 H=1.073329e-03 dV_dx=-9.639780e-07 dV_dθ=-5.377243e-08 ||∇||=3.185700e-01 | Tr=1.0000]
 96%|█████████▋| 385/400 [12:50<00:29,  1.98s/it, CE=1.074345e-03 H=1.073329e-03 dV_dx=-9.639780e-07 dV_dθ=-5.377243e-08 ||∇||=3.185700e-01 | Tr=1.0000]
 96%|█████████▋| 385/400 [12:52<00:29,  1.98s/it, CE=1.088199e-03 H=1.087603e-03 dV_dx=-5.371000e-07 dV_dθ=-5.628687e-08 ||∇||=2.969073e-01 | Tr=1.0000]
 96%|█████████▋| 386/400 [12:52<00:26,  1.91s/it, CE=1.088199e-03 H=1.087603e-03 dV_dx=-5.371000e-07 dV_dθ=-5.628687e-08 ||∇||=2.969073e-01 | Tr=1.0000]
 96%|█████████▋| 386/400 [12:54<00:26,  1.91s/it, CE=1.112929e-03 H=1.112392e-03 dV_dx=-4.739524e-07 dV_dθ=-6.371429e-08 ||∇||=2.941424e-01 | Tr=1.0000]
 97%|█████████▋| 387/400 [12:54<00:24,  1.91s/it, CE=1.112929e-03 H=1.112392e-03 dV_dx=-4.739524e-07 dV_dθ=-6.371429e-08 ||∇||=2.941424e-01 | Tr=1.0000]
 97%|█████████▋| 387/400 [12:55<00:24,  1.91s/it, CE=1.053480e-03 H=1.053040e-03 dV_dx=-4.067774e-07 dV_dθ=-3.361509e-08 ||∇||=2.782160e-01 | Tr=1.0000]
 97%|█████████▋| 388/400 [12:55<00:21,  1.81s/it, CE=1.053480e-03 H=1.053040e-03 dV_dx=-4.067774e-07 dV_dθ=-3.361509e-08 ||∇||=2.782160e-01 | Tr=1.0000]
 97%|█████████▋| 388/400 [12:57<00:21,  1.81s/it, CE=9.807062e-04 H=9.803416e-04 dV_dx=-3.948173e-07 dV_dθ=3.167482e-08 ||∇||=2.515165e-01 | Tr=1.0000] 
 97%|█████████▋| 389/400 [12:57<00:20,  1.83s/it, CE=9.807062e-04 H=9.803416e-04 dV_dx=-3.948173e-07 dV_dθ=3.167482e-08 ||∇||=2.515165e-01 | Tr=1.0000]
 97%|█████████▋| 389/400 [12:59<00:20,  1.83s/it, CE=9.949507e-04 H=9.949192e-04 dV_dx=-4.887342e-08 dV_dθ=1.723251e-08 ||∇||=2.431054e-01 | Tr=1.0000]
 98%|█████████▊| 390/400 [12:59<00:18,  1.81s/it, CE=9.949507e-04 H=9.949192e-04 dV_dx=-4.887342e-08 dV_dθ=1.723251e-08 ||∇||=2.431054e-01 | Tr=1.0000]
 98%|█████████▊| 390/400 [13:01<00:18,  1.81s/it, CE=9.747743e-04 H=9.753518e-04 dV_dx=5.278154e-07 dV_dθ=5.000051e-08 ||∇||=2.212127e-01 | Tr=1.0000] 
 98%|█████████▊| 391/400 [13:01<00:16,  1.85s/it, CE=9.747743e-04 H=9.753518e-04 dV_dx=5.278154e-07 dV_dθ=5.000051e-08 ||∇||=2.212127e-01 | Tr=1.0000]
 98%|█████████▊| 391/400 [13:02<00:16,  1.85s/it, CE=9.922658e-04 H=9.915373e-04 dV_dx=-7.364081e-07 dV_dθ=8.999390e-09 ||∇||=2.306848e-01 | Tr=1.0000]
 98%|█████████▊| 392/400 [13:02<00:14,  1.78s/it, CE=9.922658e-04 H=9.915373e-04 dV_dx=-7.364081e-07 dV_dθ=8.999390e-09 ||∇||=2.306848e-01 | Tr=1.0000]
 98%|█████████▊| 392/400 [13:04<00:14,  1.78s/it, CE=9.683696e-04 H=9.677090e-04 dV_dx=-6.483694e-07 dV_dθ=-1.142217e-08 ||∇||=2.482385e-01 | Tr=1.0000]
 98%|█████████▊| 393/400 [13:04<00:12,  1.82s/it, CE=9.683696e-04 H=9.677090e-04 dV_dx=-6.483694e-07 dV_dθ=-1.142217e-08 ||∇||=2.482385e-01 | Tr=1.0000]
 98%|█████████▊| 393/400 [13:06<00:12,  1.82s/it, CE=9.367019e-04 H=9.361511e-04 dV_dx=-5.668364e-07 dV_dθ=1.752305e-08 ||∇||=2.377797e-01 | Tr=1.0000] 
 98%|█████████▊| 394/400 [13:06<00:11,  1.86s/it, CE=9.367019e-04 H=9.361511e-04 dV_dx=-5.668364e-07 dV_dθ=1.752305e-08 ||∇||=2.377797e-01 | Tr=1.0000]
 98%|█████████▊| 394/400 [13:08<00:11,  1.86s/it, CE=9.346152e-04 H=9.347390e-04 dV_dx=1.096964e-07 dV_dθ=1.266345e-08 ||∇||=2.387792e-01 | Tr=1.0000] 
 99%|█████████▉| 395/400 [13:08<00:08,  1.80s/it, CE=9.346152e-04 H=9.347390e-04 dV_dx=1.096964e-07 dV_dθ=1.266345e-08 ||∇||=2.387792e-01 | Tr=1.0000]
 99%|█████████▉| 395/400 [13:10<00:08,  1.80s/it, CE=9.429010e-04 H=9.433017e-04 dV_dx=4.336823e-07 dV_dθ=-3.354158e-08 ||∇||=2.485692e-01 | Tr=1.0000]
 99%|█████████▉| 396/400 [13:10<00:07,  1.92s/it, CE=9.429010e-04 H=9.433017e-04 dV_dx=4.336823e-07 dV_dθ=-3.354158e-08 ||∇||=2.485692e-01 | Tr=1.0000]
 99%|█████████▉| 396/400 [13:12<00:07,  1.92s/it, CE=9.376779e-04 H=9.374042e-04 dV_dx=-2.788581e-07 dV_dθ=5.449237e-09 ||∇||=2.280875e-01 | Tr=1.0000]
 99%|█████████▉| 397/400 [13:12<00:05,  1.91s/it, CE=9.376779e-04 H=9.374042e-04 dV_dx=-2.788581e-07 dV_dθ=5.449237e-09 ||∇||=2.280875e-01 | Tr=1.0000]
 99%|█████████▉| 397/400 [13:14<00:05,  1.91s/it, CE=9.163635e-04 H=9.168277e-04 dV_dx=4.395533e-07 dV_dθ=2.572725e-08 ||∇||=2.237405e-01 | Tr=1.0000] 
100%|█████████▉| 398/400 [13:14<00:03,  1.94s/it, CE=9.163635e-04 H=9.168277e-04 dV_dx=4.395533e-07 dV_dθ=2.572725e-08 ||∇||=2.237405e-01 | Tr=1.0000]
100%|█████████▉| 398/400 [13:16<00:03,  1.94s/it, CE=8.807933e-04 H=8.818727e-04 dV_dx=1.027962e-06 dV_dθ=5.299881e-08 ||∇||=2.072460e-01 | Tr=1.0000]
100%|█████████▉| 399/400 [13:16<00:01,  1.79s/it, CE=8.807933e-04 H=8.818727e-04 dV_dx=1.027962e-06 dV_dθ=5.299881e-08 ||∇||=2.072460e-01 | Tr=1.0000]
100%|█████████▉| 399/400 [13:18<00:01,  1.79s/it, CE=8.713552e-04 H=8.710133e-04 dV_dx=-3.932687e-07 dV_dθ=5.349742e-08 ||∇||=2.033455e-01 | Tr=1.0000 Te/Cur=0.8359 Te/Exp=1.0000]
100%|██████████| 400/400 [13:18<00:00,  1.98s/it, CE=8.713552e-04 H=8.710133e-04 dV_dx=-3.932687e-07 dV_dθ=5.349742e-08 ||∇||=2.033455e-01 | Tr=1.0000 Te/Cur=0.8359 Te/Exp=1.0000]
100%|██████████| 400/400 [13:18<00:00,  2.00s/it, CE=8.713552e-04 H=8.710133e-04 dV_dx=-3.932687e-07 dV_dθ=5.349742e-08 ||∇||=2.033455e-01 | Tr=1.0000 Te/Cur=0.8359 Te/Exp=1.0000]
  Step 5 time: 1055.25s

[AWB COMPLETE] Task 1 final loss: 0.000871
======================================================================


  Evaluating on all tasks 0..1 for CL metrics...
Task 0 (testing): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=200, memory=1600
    Task 0: 0.7891
Task 1 (testing): All 5 classes with perturbation (noise_σ=0.10, edge_drop=0.05, shift=0.05), current=200, memory=1600
    Task 1: 0.8359

============================================================
Task 2
============================================================
Task 2 (training): All 5 classes with perturbation (noise_σ=0.20, edge_drop=0.10, shift=0.10), current=800, memory=2400
Task 2 (testing): All 5 classes with perturbation (noise_σ=0.20, edge_drop=0.10, shift=0.10), current=200, memory=2400
Task 2 (testing): All 5 classes with perturbation (noise_σ=0.20, edge_drop=0.10, shift=0.10), current=200, memory=2400
Initial loss on new task: 0.0000, previous: 0.0009, ratio: 0.00
AWB pipeline (lr=0.000883)

======================================================================
AWB PIPELINE - Task 2
======================================================================

[STEP 1] Preliminary training (1 epochs) - Recorded temporarily

  0%|          | 0/1 [00:00<?, ?it/s]
  0%|          | 0/1 [00:57<?, ?it/s, CE=6.212153e-01 H=6.210763e-01 dV_dx=-6.457167e-05 dV_dθ=-7.649807e-05 ||∇||=8.478518e+01 | Tr=0.7933 Te/Cur=0.4297 Te/Exp=0.6562]
100%|██████████| 1/1 [00:57<00:00, 57.28s/it, CE=6.212153e-01 H=6.210763e-01 dV_dx=-6.457167e-05 dV_dθ=-7.649807e-05 ||∇||=8.478518e+01 | Tr=0.7933 Te/Cur=0.4297 Te/Exp=0.6562]
100%|██████████| 1/1 [00:57<00:00, 57.28s/it, CE=6.212153e-01 H=6.210763e-01 dV_dx=-6.457167e-05 dV_dθ=-7.649807e-05 ||∇||=8.478518e+01 | Tr=0.7933 Te/Cur=0.4297 Te/Exp=0.6562]
  Preliminary loss: 0.621215
  Step 1 time: 57.30s

[STEP 2] Architecture change decision
  Current: 0.621215, Previous: 0.000871
  [DEBUG] Forcing architecture change (force_arch_change=True)
  Decision: CHANGE
  Step 2 time: 0.00s

[STEP 3a] Architecture search - NOT recorded
  Created balanced validation set: 157 graphs from 5 classes
  Created balanced validation set: 478 graphs from 5 classes
  Starting grid architecture search for task 2
  Baseline architecture: ([10, 94, 94], [94, 244, 132, 5])
  Baseline loss: 0.621215
  Search iteration 1/2

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:15<00:15, 15.43s/it]
 50%|█████     | 1/2 [00:31<00:15, 15.43s/it, CE=2.235351e+00 H=2.235200e+00 dV_dx=1.009732e-06 dV_dθ=-1.558193e-04 ||∇||=4.794131e+01 | Tr=0.1866 Te/Cur=0.2500 Te/Exp=0.1914]
100%|██████████| 2/2 [00:31<00:00, 16.05s/it, CE=2.235351e+00 H=2.235200e+00 dV_dx=1.009732e-06 dV_dθ=-1.558193e-04 ||∇||=4.794131e+01 | Tr=0.1866 Te/Cur=0.2500 Te/Exp=0.1914]
100%|██████████| 2/2 [00:31<00:00, 15.96s/it, CE=2.235351e+00 H=2.235200e+00 dV_dx=1.009732e-06 dV_dθ=-1.558193e-04 ||∇||=4.794131e+01 | Tr=0.1866 Te/Cur=0.2500 Te/Exp=0.1914]
I found my baseline 2.235351072615359

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:14<00:14, 14.14s/it]
 50%|█████     | 1/2 [00:30<00:14, 14.14s/it, CE=3.473423e+00 H=3.473186e+00 dV_dx=-5.186450e-06 dV_dθ=-2.314344e-04 ||∇||=6.924682e+01 | Tr=0.1778 Te/Cur=0.2578 Te/Exp=0.2266]
100%|██████████| 2/2 [00:30<00:00, 15.60s/it, CE=3.473423e+00 H=3.473186e+00 dV_dx=-5.186450e-06 dV_dθ=-2.314344e-04 ||∇||=6.924682e+01 | Tr=0.1778 Te/Cur=0.2578 Te/Exp=0.2266]
100%|██████████| 2/2 [00:30<00:00, 15.38s/it, CE=3.473423e+00 H=3.473186e+00 dV_dx=-5.186450e-06 dV_dθ=-2.314344e-04 ||∇||=6.924682e+01 | Tr=0.1778 Te/Cur=0.2578 Te/Exp=0.2266]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:14<00:14, 14.37s/it]
 50%|█████     | 1/2 [00:30<00:14, 14.37s/it, CE=4.369866e+00 H=4.369604e+00 dV_dx=-3.377564e-06 dV_dθ=-2.573576e-04 ||∇||=7.597425e+01 | Tr=0.1954 Te/Cur=0.2109 Te/Exp=0.1914]
100%|██████████| 2/2 [00:30<00:00, 15.23s/it, CE=4.369866e+00 H=4.369604e+00 dV_dx=-3.377564e-06 dV_dθ=-2.573576e-04 ||∇||=7.597425e+01 | Tr=0.1954 Te/Cur=0.2109 Te/Exp=0.1914]
100%|██████████| 2/2 [00:30<00:00, 15.10s/it, CE=4.369866e+00 H=4.369604e+00 dV_dx=-3.377564e-06 dV_dθ=-2.573576e-04 ||∇||=7.597425e+01 | Tr=0.1954 Te/Cur=0.2109 Te/Exp=0.1914]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:14<00:14, 14.82s/it]
 50%|█████     | 1/2 [00:35<00:14, 14.82s/it, CE=3.990399e+00 H=3.990240e+00 dV_dx=6.764700e-06 dV_dθ=-1.657672e-04 ||∇||=5.457517e+01 | Tr=0.1664 Te/Cur=0.1836 Te/Exp=0.2305]
100%|██████████| 2/2 [00:35<00:00, 18.46s/it, CE=3.990399e+00 H=3.990240e+00 dV_dx=6.764700e-06 dV_dθ=-1.657672e-04 ||∇||=5.457517e+01 | Tr=0.1664 Te/Cur=0.1836 Te/Exp=0.2305]
100%|██████████| 2/2 [00:35<00:00, 17.92s/it, CE=3.990399e+00 H=3.990240e+00 dV_dx=6.764700e-06 dV_dθ=-1.657672e-04 ||∇||=5.457517e+01 | Tr=0.1664 Te/Cur=0.1836 Te/Exp=0.2305]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:14<00:14, 14.42s/it]
 50%|█████     | 1/2 [00:30<00:14, 14.42s/it, CE=5.482220e+00 H=5.482007e+00 dV_dx=1.928673e-06 dV_dθ=-2.242743e-04 ||∇||=6.811299e+01 | Tr=0.1664 Te/Cur=0.1953 Te/Exp=0.1523]
100%|██████████| 2/2 [00:30<00:00, 15.11s/it, CE=5.482220e+00 H=5.482007e+00 dV_dx=1.928673e-06 dV_dθ=-2.242743e-04 ||∇||=6.811299e+01 | Tr=0.1664 Te/Cur=0.1953 Te/Exp=0.1523]
100%|██████████| 2/2 [00:30<00:00, 15.01s/it, CE=5.482220e+00 H=5.482007e+00 dV_dx=1.928673e-06 dV_dθ=-2.242743e-04 ||∇||=6.811299e+01 | Tr=0.1664 Te/Cur=0.1953 Te/Exp=0.1523]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:15<00:15, 15.31s/it]
 50%|█████     | 1/2 [00:34<00:15, 15.31s/it, CE=4.703488e+00 H=4.703300e+00 dV_dx=-5.582189e-06 dV_dθ=-1.805955e-04 ||∇||=5.732352e+01 | Tr=0.2012 Te/Cur=0.1562 Te/Exp=0.2266]
100%|██████████| 2/2 [00:34<00:00, 17.68s/it, CE=4.703488e+00 H=4.703300e+00 dV_dx=-5.582189e-06 dV_dθ=-1.805955e-04 ||∇||=5.732352e+01 | Tr=0.2012 Te/Cur=0.1562 Te/Exp=0.2266]
100%|██████████| 2/2 [00:34<00:00, 17.32s/it, CE=4.703488e+00 H=4.703300e+00 dV_dx=-5.582189e-06 dV_dθ=-1.805955e-04 ||∇||=5.732352e+01 | Tr=0.2012 Te/Cur=0.1562 Te/Exp=0.2266]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:14<00:14, 14.33s/it]
 50%|█████     | 1/2 [00:30<00:14, 14.33s/it, CE=2.695765e+00 H=2.695619e+00 dV_dx=-1.360452e-06 dV_dθ=-1.439679e-04 ||∇||=4.467134e+01 | Tr=0.2589 Te/Cur=0.2461 Te/Exp=0.1875]
100%|██████████| 2/2 [00:30<00:00, 15.19s/it, CE=2.695765e+00 H=2.695619e+00 dV_dx=-1.360452e-06 dV_dθ=-1.439679e-04 ||∇||=4.467134e+01 | Tr=0.2589 Te/Cur=0.2461 Te/Exp=0.1875]
100%|██████████| 2/2 [00:30<00:00, 15.06s/it, CE=2.695765e+00 H=2.695619e+00 dV_dx=-1.360452e-06 dV_dθ=-1.439679e-04 ||∇||=4.467134e+01 | Tr=0.2589 Te/Cur=0.2461 Te/Exp=0.1875]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:13<00:13, 13.77s/it]
 50%|█████     | 1/2 [00:29<00:13, 13.77s/it, CE=6.303897e+00 H=6.303675e+00 dV_dx=3.692568e-06 dV_dθ=-2.304997e-04 ||∇||=6.973747e+01 | Tr=0.1648 Te/Cur=0.2227 Te/Exp=0.2070]
100%|██████████| 2/2 [00:29<00:00, 15.20s/it, CE=6.303897e+00 H=6.303675e+00 dV_dx=3.692568e-06 dV_dθ=-2.304997e-04 ||∇||=6.973747e+01 | Tr=0.1648 Te/Cur=0.2227 Te/Exp=0.2070]
100%|██████████| 2/2 [00:29<00:00, 14.98s/it, CE=6.303897e+00 H=6.303675e+00 dV_dx=3.692568e-06 dV_dθ=-2.304997e-04 ||∇||=6.973747e+01 | Tr=0.1648 Te/Cur=0.2227 Te/Exp=0.2070]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:14<00:14, 14.56s/it]
 50%|█████     | 1/2 [00:31<00:14, 14.56s/it, CE=3.607011e+00 H=3.606912e+00 dV_dx=1.172964e-06 dV_dθ=-9.943189e-05 ||∇||=3.600773e+01 | Tr=0.2433 Te/Cur=0.3008 Te/Exp=0.1914]
100%|██████████| 2/2 [00:31<00:00, 15.83s/it, CE=3.607011e+00 H=3.606912e+00 dV_dx=1.172964e-06 dV_dθ=-9.943189e-05 ||∇||=3.600773e+01 | Tr=0.2433 Te/Cur=0.3008 Te/Exp=0.1914]
100%|██████████| 2/2 [00:31<00:00, 15.64s/it, CE=3.607011e+00 H=3.606912e+00 dV_dx=1.172964e-06 dV_dθ=-9.943189e-05 ||∇||=3.600773e+01 | Tr=0.2433 Te/Cur=0.3008 Te/Exp=0.1914]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:16<00:16, 16.75s/it]
 50%|█████     | 1/2 [00:33<00:16, 16.75s/it, CE=1.643262e+00 H=1.643219e+00 dV_dx=-1.353335e-06 dV_dθ=-4.191791e-05 ||∇||=1.449206e+01 | Tr=0.2257 Te/Cur=0.1992 Te/Exp=0.1953]
100%|██████████| 2/2 [00:33<00:00, 16.93s/it, CE=1.643262e+00 H=1.643219e+00 dV_dx=-1.353335e-06 dV_dθ=-4.191791e-05 ||∇||=1.449206e+01 | Tr=0.2257 Te/Cur=0.1992 Te/Exp=0.1953]
100%|██████████| 2/2 [00:33<00:00, 16.91s/it, CE=1.643262e+00 H=1.643219e+00 dV_dx=-1.353335e-06 dV_dθ=-4.191791e-05 ||∇||=1.449206e+01 | Tr=0.2257 Te/Cur=0.1992 Te/Exp=0.1953]
    Found better architecture: ([10, 114, 114], [114, 264, 152, 5]) with loss 1.643262

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:17<00:17, 17.48s/it]
 50%|█████     | 1/2 [00:36<00:17, 17.48s/it, CE=2.710605e+00 H=2.710476e+00 dV_dx=-1.910334e-06 dV_dθ=-1.225267e-04 ||∇||=3.978137e+01 | Tr=0.1794 Te/Cur=0.2500 Te/Exp=0.2070]
100%|██████████| 2/2 [00:36<00:00, 18.15s/it, CE=2.710605e+00 H=2.710476e+00 dV_dx=-1.910334e-06 dV_dθ=-1.225267e-04 ||∇||=3.978137e+01 | Tr=0.1794 Te/Cur=0.2500 Te/Exp=0.2070]
100%|██████████| 2/2 [00:36<00:00, 18.05s/it, CE=2.710605e+00 H=2.710476e+00 dV_dx=-1.910334e-06 dV_dθ=-1.225267e-04 ||∇||=3.978137e+01 | Tr=0.1794 Te/Cur=0.2500 Te/Exp=0.2070]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:14<00:14, 14.25s/it]
 50%|█████     | 1/2 [00:32<00:14, 14.25s/it, CE=2.530314e+00 H=2.530202e+00 dV_dx=7.299582e-08 dV_dθ=-1.115372e-04 ||∇||=3.573013e+01 | Tr=0.2091 Te/Cur=0.1680 Te/Exp=0.1367]
100%|██████████| 2/2 [00:32<00:00, 16.50s/it, CE=2.530314e+00 H=2.530202e+00 dV_dx=7.299582e-08 dV_dθ=-1.115372e-04 ||∇||=3.573013e+01 | Tr=0.2091 Te/Cur=0.1680 Te/Exp=0.1367]
100%|██████████| 2/2 [00:32<00:00, 16.17s/it, CE=2.530314e+00 H=2.530202e+00 dV_dx=7.299582e-08 dV_dθ=-1.115372e-04 ||∇||=3.573013e+01 | Tr=0.2091 Te/Cur=0.1680 Te/Exp=0.1367]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:15<00:15, 15.84s/it]
 50%|█████     | 1/2 [00:32<00:15, 15.84s/it, CE=4.133461e+00 H=4.133183e+00 dV_dx=-3.962723e-06 dV_dθ=-2.732415e-04 ||∇||=8.116404e+01 | Tr=0.1892 Te/Cur=0.2539 Te/Exp=0.1953]
100%|██████████| 2/2 [00:32<00:00, 16.10s/it, CE=4.133461e+00 H=4.133183e+00 dV_dx=-3.962723e-06 dV_dθ=-2.732415e-04 ||∇||=8.116404e+01 | Tr=0.1892 Te/Cur=0.2539 Te/Exp=0.1953]
100%|██████████| 2/2 [00:32<00:00, 16.06s/it, CE=4.133461e+00 H=4.133183e+00 dV_dx=-3.962723e-06 dV_dθ=-2.732415e-04 ||∇||=8.116404e+01 | Tr=0.1892 Te/Cur=0.2539 Te/Exp=0.1953]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:15<00:15, 15.21s/it]
 50%|█████     | 1/2 [00:30<00:15, 15.21s/it, CE=3.258732e+00 H=3.258567e+00 dV_dx=4.823007e-06 dV_dθ=-1.663327e-04 ||∇||=5.064417e+01 | Tr=0.2100 Te/Cur=0.2344 Te/Exp=0.2383]
100%|██████████| 2/2 [00:30<00:00, 15.23s/it, CE=3.258732e+00 H=3.258567e+00 dV_dx=4.823007e-06 dV_dθ=-1.663327e-04 ||∇||=5.064417e+01 | Tr=0.2100 Te/Cur=0.2344 Te/Exp=0.2383]
100%|██████████| 2/2 [00:30<00:00, 15.23s/it, CE=3.258732e+00 H=3.258567e+00 dV_dx=4.823007e-06 dV_dθ=-1.663327e-04 ||∇||=5.064417e+01 | Tr=0.2100 Te/Cur=0.2344 Te/Exp=0.2383]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:14<00:14, 14.16s/it]
 50%|█████     | 1/2 [00:30<00:14, 14.16s/it, CE=4.866441e+00 H=4.866226e+00 dV_dx=2.835709e-06 dV_dθ=-2.186508e-04 ||∇||=6.772697e+01 | Tr=0.1674 Te/Cur=0.2344 Te/Exp=0.1602]
