JAX Backend: gpu
JAX Devices: [CudaDevice(id=0)]
Loaded config from: /home/kraghavan/projects/ContLearn/runs__/configs/synthetic_graph_10task_condition4_awb_full.json
Problem type: classification
Dataset: synthetic_taskshift
Tasks: 10
AWB enabled: True
Output directory: /home/kraghavan/projects/ContLearn/runs__/experiments/synthetic_graph/results/synthetic_graph_10task_condition4_awb_full_run0
Model path: /home/kraghavan/projects/ContLearn/runs__/experiments/synthetic_graph/results/synthetic_graph_10task_condition4_awb_full_run0/synthetic_graph_10task_condition4_awb_full_run0
############################################################
# Run ID: 0
############################################################
Task-Shift Synthetic Graph Dataset:
====================================
Number of training graphs: 800
Number of test graphs: 200
Number of features: 10
Number of classes: 5
Task-shift enabled: True
  Feature noise base: 0.1
  Edge dropout base: 0.05
  Feature shift base: 0.05
============================================================
Task 0
============================================================
Task 0 (training): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=800, memory=800
Task 0 (testing): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=200, memory=800
Task 0 (testing): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=200, memory=800
Standard CL training (lr=0.001000, adaptive_lr_min=1.00e-06, loss_ratio=1.00)
  0%|          | 0/400 [00:00<?, ?it/s]
  0%|          | 1/400 [01:53<12:35:02, 113.54s/it]
  0%|          | 1/400 [01:56<12:35:02, 113.54s/it, CE=1.986383e+00 H=1.986229e+00 dV_dx=0.000000e+00 dV_dθ=-1.544919e-04 ||∇||=2.157192e+01 | Tr=0.2248]
 41%|████      | 61/150 [05:29<05:06,  3.44s/it, CE=1.806627e+00 H=1.803192e+00 dV_dx=-6.490011e-08 dV_dθ=-3.435364e-03 ||∇||=6.501059e+02 | Tr=0.2945]
 41%|████▏     | 62/150 [05:29<04:47,  3.27s/it, CE=1.806627e+00 H=1.803192e+00 dV_dx=-6.490011e-08 dV_dθ=-3.435364e-03 ||∇||=6.501059e+02 | Tr=0.2945]
 41%|████▏     | 62/150 [05:34<04:47,  3.27s/it, CE=1.802308e+00 H=1.798891e+00 dV_dx=-2.210604e-07 dV_dθ=-3.417064e-03 ||∇||=6.464930e+02 | Tr=0.2931]
 42%|████▏     | 63/150 [05:34<05:08,  3.55s/it, CE=1.802308e+00 H=1.798891e+00 dV_dx=-2.210604e-07 dV_dθ=-3.417064e-03 ||∇||=6.464930e+02 | Tr=0.2931]
 42%|████▏     | 63/150 [05:37<05:08,  3.55s/it, CE=1.799191e+00 H=1.795784e+00 dV_dx=-1.892360e-06 dV_dθ=-3.405634e-03 ||∇||=6.440037e+02 | Tr=0.2943]
 43%|████▎     | 64/150 [05:37<05:01,  3.51s/it, CE=1.799191e+00 H=1.795784e+00 dV_dx=-1.892360e-06 dV_dθ=-3.405634e-03 ||∇||=6.440037e+02 | Tr=0.2943]
 43%|████▎     | 64/150 [05:40<05:01,  3.51s/it, CE=1.798569e+00 H=1.795151e+00 dV_dx=3.978758e-07 dV_dθ=-3.418995e-03 ||∇||=6.455319e+02 | Tr=0.2951] 
 43%|████▎     | 65/150 [05:40<04:56,  3.49s/it, CE=1.798569e+00 H=1.795151e+00 dV_dx=3.978758e-07 dV_dθ=-3.418995e-03 ||∇||=6.455319e+02 | Tr=0.2951]
 43%|████▎     | 65/150 [05:44<04:56,  3.49s/it, CE=1.794761e+00 H=1.791353e+00 dV_dx=-4.234860e-07 dV_dθ=-3.408055e-03 ||∇||=6.427157e+02 | Tr=0.2969]
 44%|████▍     | 66/150 [05:44<05:00,  3.58s/it, CE=1.794761e+00 H=1.791353e+00 dV_dx=-4.234860e-07 dV_dθ=-3.408055e-03 ||∇||=6.427157e+02 | Tr=0.2969]
 44%|████▍     | 66/150 [05:48<05:00,  3.58s/it, CE=1.790056e+00 H=1.786673e+00 dV_dx=-2.025470e-07 dV_dθ=-3.382624e-03 ||∇||=6.380580e+02 | Tr=0.2969]
 45%|████▍     | 67/150 [05:48<04:59,  3.61s/it, CE=1.790056e+00 H=1.786673e+00 dV_dx=-2.025470e-07 dV_dθ=-3.382624e-03 ||∇||=6.380580e+02 | Tr=0.2969]
 45%|████▍     | 67/150 [05:51<04:59,  3.61s/it, CE=1.788114e+00 H=1.784738e+00 dV_dx=8.246613e-07 dV_dθ=-3.377298e-03 ||∇||=6.367181e+02 | Tr=0.2995] 
 45%|████▌     | 68/150 [05:51<04:46,  3.49s/it, CE=1.788114e+00 H=1.784738e+00 dV_dx=8.246613e-07 dV_dθ=-3.377298e-03 ||∇||=6.367181e+02 | Tr=0.2995]
 45%|████▌     | 68/150 [05:55<04:46,  3.49s/it, CE=1.783117e+00 H=1.779755e+00 dV_dx=1.461234e-07 dV_dθ=-3.361962e-03 ||∇||=6.330850e+02 | Tr=0.3001]
 46%|████▌     | 69/150 [05:55<04:49,  3.57s/it, CE=1.783117e+00 H=1.779755e+00 dV_dx=1.461234e-07 dV_dθ=-3.361962e-03 ||∇||=6.330850e+02 | Tr=0.3001]
 46%|████▌     | 69/150 [05:58<04:49,  3.57s/it, CE=1.780518e+00 H=1.777164e+00 dV_dx=-4.740505e-07 dV_dθ=-3.352789e-03 ||∇||=6.307646e+02 | Tr=0.3007]
 47%|████▋     | 70/150 [05:58<04:34,  3.43s/it, CE=1.780518e+00 H=1.777164e+00 dV_dx=-4.740505e-07 dV_dθ=-3.352789e-03 ||∇||=6.307646e+02 | Tr=0.3007]
 47%|████▋     | 70/150 [06:02<04:34,  3.43s/it, CE=1.776996e+00 H=1.773658e+00 dV_dx=1.967542e-06 dV_dθ=-3.340316e-03 ||∇||=6.276080e+02 | Tr=0.3007] 
 47%|████▋     | 71/150 [06:02<04:44,  3.60s/it, CE=1.776996e+00 H=1.773658e+00 dV_dx=1.967542e-06 dV_dθ=-3.340316e-03 ||∇||=6.276080e+02 | Tr=0.3007]
 47%|████▋     | 71/150 [06:05<04:44,  3.60s/it, CE=1.771731e+00 H=1.768415e+00 dV_dx=1.226394e-06 dV_dθ=-3.317741e-03 ||∇||=6.234437e+02 | Tr=0.2995]
 48%|████▊     | 72/150 [06:05<04:34,  3.52s/it, CE=1.771731e+00 H=1.768415e+00 dV_dx=1.226394e-06 dV_dθ=-3.317741e-03 ||∇||=6.234437e+02 | Tr=0.2995]
 48%|████▊     | 72/150 [06:09<04:34,  3.52s/it, CE=1.771660e+00 H=1.768339e+00 dV_dx=7.485186e-07 dV_dθ=-3.321349e-03 ||∇||=6.241633e+02 | Tr=0.3027]
 49%|████▊     | 73/150 [06:09<04:25,  3.45s/it, CE=1.771660e+00 H=1.768339e+00 dV_dx=7.485186e-07 dV_dθ=-3.321349e-03 ||∇||=6.241633e+02 | Tr=0.3027]
 49%|████▊     | 73/150 [06:12<04:25,  3.45s/it, CE=1.765662e+00 H=1.762360e+00 dV_dx=-2.267859e-08 dV_dθ=-3.301536e-03 ||∇||=6.195778e+02 | Tr=0.3051]
 49%|████▉     | 74/150 [06:12<04:12,  3.33s/it, CE=1.765662e+00 H=1.762360e+00 dV_dx=-2.267859e-08 dV_dθ=-3.301536e-03 ||∇||=6.195778e+02 | Tr=0.3051]
 49%|████▉     | 74/150 [06:15<04:12,  3.33s/it, CE=1.763435e+00 H=1.760147e+00 dV_dx=4.006209e-07 dV_dθ=-3.288443e-03 ||∇||=6.176477e+02 | Tr=0.3063] 
 50%|█████     | 75/150 [06:15<04:10,  3.34s/it, CE=1.763435e+00 H=1.760147e+00 dV_dx=4.006209e-07 dV_dθ=-3.288443e-03 ||∇||=6.176477e+02 | Tr=0.3063]
 50%|█████     | 75/150 [06:19<04:10,  3.34s/it, CE=1.757568e+00 H=1.754303e+00 dV_dx=3.826141e-07 dV_dθ=-3.265936e-03 ||∇||=6.127917e+02 | Tr=0.3075]
 51%|█████     | 76/150 [06:19<04:27,  3.61s/it, CE=1.757568e+00 H=1.754303e+00 dV_dx=3.826141e-07 dV_dθ=-3.265936e-03 ||∇||=6.127917e+02 | Tr=0.3075]
 51%|█████     | 76/150 [06:23<04:27,  3.61s/it, CE=1.754500e+00 H=1.751248e+00 dV_dx=-2.641862e-07 dV_dθ=-3.251045e-03 ||∇||=6.102741e+02 | Tr=0.3079]
 51%|█████▏    | 77/150 [06:23<04:22,  3.60s/it, CE=1.754500e+00 H=1.751248e+00 dV_dx=-2.641862e-07 dV_dθ=-3.251045e-03 ||∇||=6.102741e+02 | Tr=0.3079]
 51%|█████▏    | 77/150 [06:26<04:22,  3.60s/it, CE=1.747236e+00 H=1.744039e+00 dV_dx=7.415000e-07 dV_dθ=-3.197548e-03 ||∇||=6.013391e+02 | Tr=0.3091] 
 52%|█████▏    | 78/150 [06:26<04:13,  3.52s/it, CE=1.747236e+00 H=1.744039e+00 dV_dx=7.415000e-07 dV_dθ=-3.197548e-03 ||∇||=6.013391e+02 | Tr=0.3091]
 52%|█████▏    | 78/150 [06:30<04:13,  3.52s/it, CE=1.743274e+00 H=1.740117e+00 dV_dx=6.158276e-07 dV_dθ=-3.157290e-03 ||∇||=5.949535e+02 | Tr=0.3097]
 53%|█████▎    | 79/150 [06:30<04:12,  3.56s/it, CE=1.743274e+00 H=1.740117e+00 dV_dx=6.158276e-07 dV_dθ=-3.157290e-03 ||∇||=5.949535e+02 | Tr=0.3097]
 53%|█████▎    | 79/150 [06:34<04:12,  3.56s/it, CE=1.744993e+00 H=1.741811e+00 dV_dx=-5.025555e-07 dV_dθ=-3.181215e-03 ||∇||=5.987158e+02 | Tr=0.3109]
 53%|█████▎    | 80/150 [06:34<04:13,  3.61s/it, CE=1.744993e+00 H=1.741811e+00 dV_dx=-5.025555e-07 dV_dθ=-3.181215e-03 ||∇||=5.987158e+02 | Tr=0.3109]
 53%|█████▎    | 80/150 [06:38<04:13,  3.61s/it, CE=1.738340e+00 H=1.735200e+00 dV_dx=1.781287e-06 dV_dθ=-3.141566e-03 ||∇||=5.909616e+02 | Tr=0.3091] 
 54%|█████▍    | 81/150 [06:38<04:23,  3.82s/it, CE=1.738340e+00 H=1.735200e+00 dV_dx=1.781287e-06 dV_dθ=-3.141566e-03 ||∇||=5.909616e+02 | Tr=0.3091]
 54%|█████▍    | 81/150 [06:42<04:23,  3.82s/it, CE=1.741543e+00 H=1.738376e+00 dV_dx=-6.906496e-07 dV_dθ=-3.166129e-03 ||∇||=5.951821e+02 | Tr=0.3103]
 55%|█████▍    | 82/150 [06:42<04:27,  3.94s/it, CE=1.741543e+00 H=1.738376e+00 dV_dx=-6.906496e-07 dV_dθ=-3.166129e-03 ||∇||=5.951821e+02 | Tr=0.3103]
 55%|█████▍    | 82/150 [06:46<04:27,  3.94s/it, CE=1.733352e+00 H=1.730235e+00 dV_dx=1.465946e-06 dV_dθ=-3.118796e-03 ||∇||=5.862672e+02 | Tr=0.3115] 
 55%|█████▌    | 83/150 [06:46<04:27,  3.99s/it, CE=1.733352e+00 H=1.730235e+00 dV_dx=1.465946e-06 dV_dθ=-3.118796e-03 ||∇||=5.862672e+02 | Tr=0.3115]
 55%|█████▌    | 83/150 [06:49<04:27,  3.99s/it, CE=1.738146e+00 H=1.734983e+00 dV_dx=-5.826371e-07 dV_dθ=-3.162615e-03 ||∇||=5.934806e+02 | Tr=0.3111]
 56%|█████▌    | 84/150 [06:49<04:09,  3.78s/it, CE=1.738146e+00 H=1.734983e+00 dV_dx=-5.826371e-07 dV_dθ=-3.162615e-03 ||∇||=5.934806e+02 | Tr=0.3111]
 56%|█████▌    | 84/150 [06:53<04:09,  3.78s/it, CE=1.735250e+00 H=1.732090e+00 dV_dx=7.371702e-07 dV_dθ=-3.161618e-03 ||∇||=5.923182e+02 | Tr=0.3121] 
 57%|█████▋    | 85/150 [06:53<03:57,  3.65s/it, CE=1.735250e+00 H=1.732090e+00 dV_dx=7.371702e-07 dV_dθ=-3.161618e-03 ||∇||=5.923182e+02 | Tr=0.3121]
 57%|█████▋    | 85/150 [06:56<03:57,  3.65s/it, CE=1.726709e+00 H=1.723607e+00 dV_dx=-3.366854e-08 dV_dθ=-3.101163e-03 ||∇||=5.814532e+02 | Tr=0.3121]
 57%|█████▋    | 86/150 [06:56<03:49,  3.59s/it, CE=1.726709e+00 H=1.723607e+00 dV_dx=-3.366854e-08 dV_dθ=-3.101163e-03 ||∇||=5.814532e+02 | Tr=0.3121]
 57%|█████▋    | 86/150 [06:59<03:49,  3.59s/it, CE=1.730966e+00 H=1.727844e+00 dV_dx=1.263303e-06 dV_dθ=-3.124131e-03 ||∇||=5.865798e+02 | Tr=0.3115] 
 58%|█████▊    | 87/150 [06:59<03:36,  3.44s/it, CE=1.730966e+00 H=1.727844e+00 dV_dx=1.263303e-06 dV_dθ=-3.124131e-03 ||∇||=5.865798e+02 | Tr=0.3115]
 58%|█████▊    | 87/150 [07:03<03:36,  3.44s/it, CE=1.728837e+00 H=1.725706e+00 dV_dx=-1.252881e-07 dV_dθ=-3.130938e-03 ||∇||=5.860238e+02 | Tr=0.3121]
 59%|█████▊    | 88/150 [07:03<03:38,  3.52s/it, CE=1.728837e+00 H=1.725706e+00 dV_dx=-1.252881e-07 dV_dθ=-3.130938e-03 ||∇||=5.860238e+02 | Tr=0.3121]
 59%|█████▊    | 88/150 [07:06<03:38,  3.52s/it, CE=1.720523e+00 H=1.717442e+00 dV_dx=-9.125988e-08 dV_dθ=-3.081046e-03 ||∇||=5.763934e+02 | Tr=0.3109]
 59%|█████▉    | 89/150 [07:06<03:28,  3.41s/it, CE=1.720523e+00 H=1.717442e+00 dV_dx=-9.125988e-08 dV_dθ=-3.081046e-03 ||∇||=5.763934e+02 | Tr=0.3109]
 59%|█████▉    | 89/150 [07:10<03:28,  3.41s/it, CE=1.724884e+00 H=1.721774e+00 dV_dx=-2.611930e-06 dV_dθ=-3.107560e-03 ||∇||=5.821567e+02 | Tr=0.3109]
 60%|██████    | 90/150 [07:10<03:24,  3.41s/it, CE=1.724884e+00 H=1.721774e+00 dV_dx=-2.611930e-06 dV_dθ=-3.107560e-03 ||∇||=5.821567e+02 | Tr=0.3109]
 60%|██████    | 90/150 [07:13<03:24,  3.41s/it, CE=1.719619e+00 H=1.716535e+00 dV_dx=1.258974e-07 dV_dθ=-3.084386e-03 ||∇||=5.766713e+02 | Tr=0.3103] 
 61%|██████    | 91/150 [07:13<03:26,  3.51s/it, CE=1.719619e+00 H=1.716535e+00 dV_dx=1.258974e-07 dV_dθ=-3.084386e-03 ||∇||=5.766713e+02 | Tr=0.3103]
 61%|██████    | 91/150 [07:17<03:26,  3.51s/it, CE=1.717207e+00 H=1.714128e+00 dV_dx=-4.857403e-07 dV_dθ=-3.078962e-03 ||∇||=5.748303e+02 | Tr=0.3117]
 61%|██████▏   | 92/150 [07:17<03:29,  3.61s/it, CE=1.717207e+00 H=1.714128e+00 dV_dx=-4.857403e-07 dV_dθ=-3.078962e-03 ||∇||=5.748303e+02 | Tr=0.3117]
 61%|██████▏   | 92/150 [07:20<03:29,  3.61s/it, CE=1.715791e+00 H=1.712709e+00 dV_dx=2.389665e-07 dV_dθ=-3.082190e-03 ||∇||=5.747360e+02 | Tr=0.3129] 
 62%|██████▏   | 93/150 [07:20<03:11,  3.37s/it, CE=1.715791e+00 H=1.712709e+00 dV_dx=2.389665e-07 dV_dθ=-3.082190e-03 ||∇||=5.747360e+02 | Tr=0.3129]
 62%|██████▏   | 93/150 [07:24<03:11,  3.37s/it, CE=1.712273e+00 H=1.709212e+00 dV_dx=-1.143385e-07 dV_dθ=-3.061165e-03 ||∇||=5.709736e+02 | Tr=0.3107]
 63%|██████▎   | 94/150 [07:24<03:14,  3.47s/it, CE=1.712273e+00 H=1.709212e+00 dV_dx=-1.143385e-07 dV_dθ=-3.061165e-03 ||∇||=5.709736e+02 | Tr=0.3107]
 63%|██████▎   | 94/150 [07:27<03:14,  3.47s/it, CE=1.716445e+00 H=1.713355e+00 dV_dx=-1.034847e-06 dV_dθ=-3.088931e-03 ||∇||=5.761996e+02 | Tr=0.3129]
 63%|██████▎   | 95/150 [07:27<03:14,  3.53s/it, CE=1.716445e+00 H=1.713355e+00 dV_dx=-1.034847e-06 dV_dθ=-3.088931e-03 ||∇||=5.761996e+02 | Tr=0.3129]
 63%|██████▎   | 95/150 [07:31<03:14,  3.53s/it, CE=1.706105e+00 H=1.703080e+00 dV_dx=5.897980e-08 dV_dθ=-3.025871e-03 ||∇||=5.641318e+02 | Tr=0.3127] 
 64%|██████▍   | 96/150 [07:31<03:13,  3.58s/it, CE=1.706105e+00 H=1.703080e+00 dV_dx=5.897980e-08 dV_dθ=-3.025871e-03 ||∇||=5.641318e+02 | Tr=0.3127]
 64%|██████▍   | 96/150 [07:34<03:13,  3.58s/it, CE=1.707438e+00 H=1.704421e+00 dV_dx=5.032866e-07 dV_dθ=-3.016910e-03 ||∇||=5.646522e+02 | Tr=0.3109]
 65%|██████▍   | 97/150 [07:34<03:04,  3.48s/it, CE=1.707438e+00 H=1.704421e+00 dV_dx=5.032866e-07 dV_dθ=-3.016910e-03 ||∇||=5.646522e+02 | Tr=0.3109]
 65%|██████▍   | 97/150 [07:37<03:04,  3.48s/it, CE=1.708787e+00 H=1.705742e+00 dV_dx=-8.316665e-07 dV_dθ=-3.043381e-03 ||∇||=5.681335e+02 | Tr=0.3123]
 65%|██████▌   | 98/150 [07:37<02:51,  3.30s/it, CE=1.708787e+00 H=1.705742e+00 dV_dx=-8.316665e-07 dV_dθ=-3.043381e-03 ||∇||=5.681335e+02 | Tr=0.3123]
 65%|██████▌   | 98/150 [07:41<02:51,  3.30s/it, CE=1.702129e+00 H=1.699117e+00 dV_dx=6.131123e-07 dV_dθ=-3.012114e-03 ||∇||=5.614409e+02 | Tr=0.3141] 
 66%|██████▌   | 99/150 [07:41<02:58,  3.49s/it, CE=1.702129e+00 H=1.699117e+00 dV_dx=6.131123e-07 dV_dθ=-3.012114e-03 ||∇||=5.614409e+02 | Tr=0.3141]
 66%|██████▌   | 99/150 [07:45<02:58,  3.49s/it, CE=1.699667e+00 H=1.696678e+00 dV_dx=-2.549827e-08 dV_dθ=-2.988820e-03 ||∇||=5.581105e+02 | Tr=0.3139]
 67%|██████▋   | 100/150 [07:45<02:54,  3.49s/it, CE=1.699667e+00 H=1.696678e+00 dV_dx=-2.549827e-08 dV_dθ=-2.988820e-03 ||∇||=5.581105e+02 | Tr=0.3139]
 67%|██████▋   | 100/150 [07:48<02:54,  3.49s/it, CE=1.700385e+00 H=1.697393e+00 dV_dx=1.572968e-07 dV_dθ=-2.992766e-03 ||∇||=5.594617e+02 | Tr=0.3139] 
 67%|██████▋   | 101/150 [07:48<02:55,  3.58s/it, CE=1.700385e+00 H=1.697393e+00 dV_dx=1.572968e-07 dV_dθ=-2.992766e-03 ||∇||=5.594617e+02 | Tr=0.3139]
 67%|██████▋   | 101/150 [07:51<02:55,  3.58s/it, CE=1.697164e+00 H=1.694171e+00 dV_dx=-2.547943e-06 dV_dθ=-2.990005e-03 ||∇||=5.574030e+02 | Tr=0.3145]
 68%|██████▊   | 102/150 [07:51<02:40,  3.35s/it, CE=1.697164e+00 H=1.694171e+00 dV_dx=-2.547943e-06 dV_dθ=-2.990005e-03 ||∇||=5.574030e+02 | Tr=0.3145]
 68%|██████▊   | 102/150 [07:54<02:40,  3.35s/it, CE=1.694136e+00 H=1.691186e+00 dV_dx=-6.250878e-07 dV_dθ=-2.949047e-03 ||∇||=5.522109e+02 | Tr=0.3139]
 69%|██████▊   | 103/150 [07:54<02:35,  3.30s/it, CE=1.694136e+00 H=1.691186e+00 dV_dx=-6.250878e-07 dV_dθ=-2.949047e-03 ||∇||=5.522109e+02 | Tr=0.3139]
 69%|██████▊   | 103/150 [07:57<02:35,  3.30s/it, CE=1.692386e+00 H=1.689438e+00 dV_dx=1.492433e-06 dV_dθ=-2.948827e-03 ||∇||=5.512717e+02 | Tr=0.3157] 
 69%|██████▉   | 104/150 [07:57<02:23,  3.12s/it, CE=1.692386e+00 H=1.689438e+00 dV_dx=1.492433e-06 dV_dθ=-2.948827e-03 ||∇||=5.512717e+02 | Tr=0.3157]
 69%|██████▉   | 104/150 [08:00<02:23,  3.12s/it, CE=1.691823e+00 H=1.688880e+00 dV_dx=-5.916489e-07 dV_dθ=-2.941794e-03 ||∇||=5.504768e+02 | Tr=0.3145]
 70%|███████   | 105/150 [08:00<02:23,  3.18s/it, CE=1.691823e+00 H=1.688880e+00 dV_dx=-5.916489e-07 dV_dθ=-2.941794e-03 ||∇||=5.504768e+02 | Tr=0.3145]
 70%|███████   | 105/150 [08:04<02:23,  3.18s/it, CE=1.688006e+00 H=1.685078e+00 dV_dx=3.110175e-07 dV_dθ=-2.928236e-03 ||∇||=5.472152e+02 | Tr=0.3157] 
 71%|███████   | 106/150 [08:04<02:23,  3.27s/it, CE=1.688006e+00 H=1.685078e+00 dV_dx=3.110175e-07 dV_dθ=-2.928236e-03 ||∇||=5.472152e+02 | Tr=0.3157]
 71%|███████   | 106/150 [08:08<02:23,  3.27s/it, CE=1.687259e+00 H=1.684341e+00 dV_dx=-9.051752e-07 dV_dθ=-2.916416e-03 ||∇||=5.460652e+02 | Tr=0.3165]
 71%|███████▏  | 107/150 [08:08<02:24,  3.36s/it, CE=1.687259e+00 H=1.684341e+00 dV_dx=-9.051752e-07 dV_dθ=-2.916416e-03 ||∇||=5.460652e+02 | Tr=0.3165]
 71%|███████▏  | 107/150 [08:12<02:24,  3.36s/it, CE=1.681792e+00 H=1.678916e+00 dV_dx=3.528356e-07 dV_dθ=-2.876220e-03 ||∇||=5.394033e+02 | Tr=0.3171] 
 72%|███████▏  | 108/150 [08:12<02:34,  3.67s/it, CE=1.681792e+00 H=1.678916e+00 dV_dx=3.528356e-07 dV_dθ=-2.876220e-03 ||∇||=5.394033e+02 | Tr=0.3171]
 72%|███████▏  | 108/150 [08:16<02:34,  3.67s/it, CE=1.681707e+00 H=1.678834e+00 dV_dx=-1.131148e-06 dV_dθ=-2.871436e-03 ||∇||=5.391046e+02 | Tr=0.3189]
 73%|███████▎  | 109/150 [08:16<02:34,  3.77s/it, CE=1.681707e+00 H=1.678834e+00 dV_dx=-1.131148e-06 dV_dθ=-2.871436e-03 ||∇||=5.391046e+02 | Tr=0.3189]
 73%|███████▎  | 109/150 [08:19<02:34,  3.77s/it, CE=1.678945e+00 H=1.676096e+00 dV_dx=9.258961e-07 dV_dθ=-2.849866e-03 ||∇||=5.360834e+02 | Tr=0.3177] 
 73%|███████▎  | 110/150 [08:19<02:27,  3.69s/it, CE=1.678945e+00 H=1.676096e+00 dV_dx=9.258961e-07 dV_dθ=-2.849866e-03 ||∇||=5.360834e+02 | Tr=0.3177]
 73%|███████▎  | 110/150 [08:23<02:27,  3.69s/it, CE=1.676587e+00 H=1.673750e+00 dV_dx=1.172743e-06 dV_dθ=-2.838996e-03 ||∇||=5.337098e+02 | Tr=0.3183]
 74%|███████▍  | 111/150 [08:23<02:21,  3.63s/it, CE=1.676587e+00 H=1.673750e+00 dV_dx=1.172743e-06 dV_dθ=-2.838996e-03 ||∇||=5.337098e+02 | Tr=0.3183]
 74%|███████▍  | 111/150 [08:27<02:21,  3.63s/it, CE=1.676514e+00 H=1.673675e+00 dV_dx=1.201190e-06 dV_dθ=-2.840254e-03 ||∇||=5.339657e+02 | Tr=0.3195]
 75%|███████▍  | 112/150 [08:27<02:18,  3.64s/it, CE=1.676514e+00 H=1.673675e+00 dV_dx=1.201190e-06 dV_dθ=-2.840254e-03 ||∇||=5.339657e+02 | Tr=0.3195]
 75%|███████▍  | 112/150 [08:30<02:18,  3.64s/it, CE=1.672300e+00 H=1.669485e+00 dV_dx=8.049933e-07 dV_dθ=-2.815318e-03 ||∇||=5.291536e+02 | Tr=0.3195]
 75%|███████▌  | 113/150 [08:30<02:15,  3.66s/it, CE=1.672300e+00 H=1.669485e+00 dV_dx=8.049933e-07 dV_dθ=-2.815318e-03 ||∇||=5.291536e+02 | Tr=0.3195]
 75%|███████▌  | 113/150 [08:34<02:15,  3.66s/it, CE=1.672783e+00 H=1.669965e+00 dV_dx=-7.115493e-07 dV_dθ=-2.816785e-03 ||∇||=5.298961e+02 | Tr=0.3201]
 76%|███████▌  | 114/150 [08:34<02:09,  3.61s/it, CE=1.672783e+00 H=1.669965e+00 dV_dx=-7.115493e-07 dV_dθ=-2.816785e-03 ||∇||=5.298961e+02 | Tr=0.3201]
 76%|███████▌  | 114/150 [08:38<02:09,  3.61s/it, CE=1.670977e+00 H=1.668169e+00 dV_dx=2.643756e-07 dV_dθ=-2.808521e-03 ||∇||=5.281448e+02 | Tr=0.3213] 
 77%|███████▋  | 115/150 [08:38<02:09,  3.70s/it, CE=1.670977e+00 H=1.668169e+00 dV_dx=2.643756e-07 dV_dθ=-2.808521e-03 ||∇||=5.281448e+02 | Tr=0.3213]
 77%|███████▋  | 115/150 [08:41<02:09,  3.70s/it, CE=1.668041e+00 H=1.665259e+00 dV_dx=6.243167e-07 dV_dθ=-2.781782e-03 ||∇||=5.238863e+02 | Tr=0.3243]
 77%|███████▋  | 116/150 [08:41<02:00,  3.53s/it, CE=1.668041e+00 H=1.665259e+00 dV_dx=6.243167e-07 dV_dθ=-2.781782e-03 ||∇||=5.238863e+02 | Tr=0.3243]
 77%|███████▋  | 116/150 [08:45<02:00,  3.53s/it, CE=1.665548e+00 H=1.662775e+00 dV_dx=4.646688e-07 dV_dθ=-2.773880e-03 ||∇||=5.218048e+02 | Tr=0.3249]
 78%|███████▊  | 117/150 [08:45<01:58,  3.59s/it, CE=1.665548e+00 H=1.662775e+00 dV_dx=4.646688e-07 dV_dθ=-2.773880e-03 ||∇||=5.218048e+02 | Tr=0.3249]
 78%|███████▊  | 117/150 [08:48<01:58,  3.59s/it, CE=1.668188e+00 H=1.665400e+00 dV_dx=4.107048e-07 dV_dθ=-2.788655e-03 ||∇||=5.247581e+02 | Tr=0.3251]
 79%|███████▊  | 118/150 [08:48<01:50,  3.46s/it, CE=1.668188e+00 H=1.665400e+00 dV_dx=4.107048e-07 dV_dθ=-2.788655e-03 ||∇||=5.247581e+02 | Tr=0.3251]
 79%|███████▊  | 118/150 [08:52<01:50,  3.46s/it, CE=1.662103e+00 H=1.659338e+00 dV_dx=2.749442e-07 dV_dθ=-2.766044e-03 ||∇||=5.189568e+02 | Tr=0.3275]
 79%|███████▉  | 119/150 [08:52<01:54,  3.68s/it, CE=1.662103e+00 H=1.659338e+00 dV_dx=2.749442e-07 dV_dθ=-2.766044e-03 ||∇||=5.189568e+02 | Tr=0.3275]
 79%|███████▉  | 119/150 [08:56<01:54,  3.68s/it, CE=1.662437e+00 H=1.659685e+00 dV_dx=9.132110e-07 dV_dθ=-2.752215e-03 ||∇||=5.183599e+02 | Tr=0.3251]
 80%|████████  | 120/150 [08:56<01:53,  3.79s/it, CE=1.662437e+00 H=1.659685e+00 dV_dx=9.132110e-07 dV_dθ=-2.752215e-03 ||∇||=5.183599e+02 | Tr=0.3251]
 80%|████████  | 120/150 [09:00<01:53,  3.79s/it, CE=1.661297e+00 H=1.658533e+00 dV_dx=-3.956126e-07 dV_dθ=-2.763220e-03 ||∇||=5.189393e+02 | Tr=0.3263]
 81%|████████  | 121/150 [09:00<01:50,  3.81s/it, CE=1.661297e+00 H=1.658533e+00 dV_dx=-3.956126e-07 dV_dθ=-2.763220e-03 ||∇||=5.189393e+02 | Tr=0.3263]
 81%|████████  | 121/150 [09:04<01:50,  3.81s/it, CE=1.657076e+00 H=1.654343e+00 dV_dx=1.116669e-06 dV_dθ=-2.733559e-03 ||∇||=5.141037e+02 | Tr=0.3281] 
 81%|████████▏ | 122/150 [09:04<01:48,  3.89s/it, CE=1.657076e+00 H=1.654343e+00 dV_dx=1.116669e-06 dV_dθ=-2.733559e-03 ||∇||=5.141037e+02 | Tr=0.3281]
